,GID,A10_관내_T,A10_관외_T,A20_관내_T,A20_관외_T,A30_관내_T,A30_관외_T,A40_관내_T,A40_관외_T,A50_관내_T,A50_관외_T,A60_관내_T,A60_관외_T,외국인_A10,외국인_A20,외국인_A30,외국인_A40,외국인_A50,외국인_A60,법인_A10,법인_A20,법인_A30,법인_A40,법인_A50,법인_A60,A10_관내_WD,A10_관외_WD,A20_관내_WD,A20_관외_WD,A30_관내_WD,A30_관외_WD,A40_관내_WD,A40_관외_WD,A50_관내_WD,A50_관외_WD,A60_관내_WD,A60_관외_WD,A10_관내_HD,A10_관외_HD,A20_관내_HD,A20_관외_HD,A30_관내_HD,A30_관외_HD,A40_관내_HD,A40_관외_HD,A50_관내_HD,A50_관외_HD,A60_관내_HD,A60_관외_HD
202312,다사640504,2,3,2,2,1,1,2,4,1,2,4,2,4,3,1,3,3,1,4,2,1,4,3,4,1,2,4,3,1,1,1,3,2,2,1,4,1,2,4,4,2,3,3,3,1,1,3,3
202312,다사617488,3,2,3,3,4,1,2,3,3,3,1,4,1,3,2,2,2,1,1,3,3,3,4,2,3,4,2,1,4,4,3,3,1,4,3,3,3,1,1,4,3,1,3,4,1,4,1,1
202312,다사633481,3,1,3,3,4,3,4,2,4,3,1,1,1,1,4,1,1,4,1,4,3,1,3,1,2,4,3,2,1,1,4,1,4,2,2,2,1,1,1,2,3,1,4,4,3,3,2,4
202312,다사630482,3,4,3,3,2,2,4,4,4,4,4,4,4,4,1,4,1,3,1,3,1,3,2,1,2,2,3,1,1,1,4,4,3,1,4,2,2,1,2,1,3,4,1,2,1,1,3,1
202312,다사632521,3,2,4,1,3,3,1,1,1,1,3,4,1,3,1,2,3,2,2,1,3,1,2,2,2,1,4,1,4,4,1,3,3,3,2,4,1,2,4,1,1,4,4,4,2,2,3,3
202312,다사650496,3,3,1,2,1,1,4,2,2,2,4,3,2,4,4,2,2,3,1,4,3,1,2,1,4,2,1,3,4,3,4,2,2,3,3,1,4,4,4,3,4,1,2,1,2,2,4,2
202312,다사626495,4,2,1,2,3,1,1,2,2,4,1,4,1,3,2,1,3,3,3,3,4,2,4,1,1,4,2,3,1,3,2,1,1,2,2,2,2,1,4,1,1,4,1,4,4,4,4,3
202312,다사630495,3,4,3,1,4,2,2,3,2,1,2,1,4,4,1,3,1,2,1,4,3,1,2,1,1,1,1,4,3,2,4,4,1,3,2,3,1,2,4,2,2,3,3,3,1,1,3,3
202312,다사616489,2,3,4,2,1,4,1,2,4,4,1,2,4,2,1,1,2,4,1,2,1,4,4,2,2,3,4,1,3,2,3,2,4,3,2,4,4,1,2,1,3,3,2,1,4,4,4,3
202312,다사621503,2,3,2,3,3,4,2,3,3,1,4,2,2,2,1,2,4,2,3,2,3,4,4,1,1,1,1,2,4,3,3,3,3,1,1,2,2,2,2,3,2,3,1,2,3,1,3,3
202312,다사632488,3,1,3,1,4,1,3,3,2,1,2,1,3,2,3,1,3,3,2,3,1,4,2,3,4,4,4,2,1,3,3,3,3,3,2,4,2,2,1,2,4,2,2,4,3,1,3,1
202312,다사626482,3,1,2,4,3,3,2,2,4,3,4,3,1,1,1,3,3,3,1,4,3,1,4,2,1,4,3,3,1,1,1,2,2,4,4,1,4,1,4,2,2,1,2,1,2,3,2,3
202312,다사628478,3,4,4,3,1,4,1,3,4,4,3,3,2,4,1,4,3,3,3,1,3,3,3,4,3,2,4,1,1,3,1,4,2,1,1,4,4,1,2,2,2,2,2,1,1,1,2,4
202312,다사626515,3,2,4,3,1,2,2,2,3,4,1,3,3,4,4,1,4,3,1,1,1,2,2,2,4,4,3,4,1,2,2,3,4,4,1,1,1,1,4,2,1,4,2,2,2,1,4,3
202312,다사639485,2,2,4,4,2,1,2,1,3,1,1,1,3,2,1,2,1,3,1,4,4,4,4,2,4,4,2,4,4,1,4,4,4,1,1,2,2,3,2,1,1,1,3,2,1,4,1,3
202312,다사643507,1,3,3,4,1,2,3,1,1,1,4,1,1,2,4,4,1,1,1,4,1,4,1,2,4,4,1,1,2,2,4,2,1,4,3,1,1,4,2,2,3,3,4,1,3,2,1,1
202312,다사623481,3,4,3,2,2,2,2,3,3,1,1,2,1,3,3,1,1,2,3,1,3,2,3,3,2,1,1,3,1,3,1,4,3,3,3,1,2,1,1,1,4,1,4,4,4,4,3,1
202312,다사643503,3,3,1,4,4,2,2,1,4,2,2,1,3,1,4,2,3,2,2,3,2,4,4,1,1,1,4,3,4,3,3,3,2,1,2,1,1,4,4,1,4,2,1,2,1,3,1,1
202312,다사617493,2,3,4,4,3,1,3,4,2,1,1,4,1,1,3,1,2,4,4,2,4,3,3,4,1,4,1,3,2,3,1,4,2,1,4,4,1,1,1,3,3,1,1,3,3,1,2,1
202312,다사625482,2,1,4,1,2,1,3,4,1,3,1,3,2,1,4,3,3,3,1,3,3,3,3,1,3,4,2,1,2,1,4,3,4,4,3,2,4,4,1,4,4,3,3,3,4,1,2,2
202312,다사625510,4,2,3,4,3,4,2,2,4,2,4,4,1,4,4,1,1,2,1,2,1,2,2,4,3,2,3,4,2,1,4,1,4,2,3,3,4,2,3,4,3,4,3,2,2,1,2,1
202312,다사620483,2,1,2,4,2,1,2,1,3,3,2,1,3,2,2,3,4,1,3,3,1,1,2,2,3,1,1,3,1,3,4,4,3,2,1,4,1,3,4,3,4,3,2,4,1,3,4,4
202312,다사647502,1,1,2,4,4,1,2,1,2,2,2,4,1,1,3,4,3,1,1,2,3,2,3,1,4,4,4,1,1,4,3,3,1,4,1,2,1,3,4,2,3,3,2,3,2,1,1,4
202312,다사638488,2,3,3,3,3,2,1,3,1,4,1,1,1,3,3,2,4,1,1,1,2,4,1,3,3,4,4,3,2,3,3,3,2,2,4,1,2,3,2,3,1,2,4,3,3,3,1,4
202312,다사619496,4,4,3,2,3,3,2,4,3,2,3,1,1,4,3,2,1,3,4,4,3,4,4,2,2,3,3,4,2,1,3,1,4,4,4,4,4,1,2,4,1,1,1,4,1,4,2,2
202312,다사642506,2,3,4,4,4,3,1,1,1,2,2,4,4,4,2,2,4,3,2,4,3,4,3,3,3,3,3,1,4,3,1,3,2,4,1,3,2,3,1,4,3,3,1,1,3,1,1,1
202312,다사629513,2,2,3,4,4,2,2,4,4,1,1,3,2,2,2,4,2,4,2,2,1,4,4,1,4,3,3,4,4,3,2,1,2,4,3,3,2,4,1,2,3,3,1,4,3,4,3,2
202312,다사652500,4,1,1,4,2,3,1,1,3,1,4,3,2,1,3,1,2,3,1,4,2,3,3,2,2,3,3,4,2,2,1,2,1,4,1,1,3,3,3,3,4,4,3,1,2,3,1,4
202312,다사635491,1,2,1,3,4,3,1,1,1,4,4,4,4,3,1,4,4,2,1,3,4,1,4,2,1,1,1,1,3,4,4,3,2,3,2,4,1,2,2,2,4,3,1,1,1,1,4,1
202312,다사631481,4,2,3,4,2,1,3,1,2,4,2,2,3,3,3,3,1,2,2,3,1,4,2,2,1,4,4,2,3,4,3,3,2,4,4,2,2,4,2,3,2,2,3,1,2,4,3,2
202312,다사634517,3,4,1,2,2,3,2,2,1,1,2,1,2,1,3,1,3,3,3,2,4,2,1,1,4,3,1,2,2,4,2,4,3,1,1,2,4,3,4,4,2,2,3,2,4,3,2,1
202312,다사625505,4,2,2,1,4,2,2,2,4,1,2,1,1,2,1,1,4,4,3,4,1,1,2,3,3,4,4,1,2,4,4,3,4,1,3,1,2,3,4,4,2,3,2,2,1,4,1,3
202312,다사647492,4,2,1,4,3,3,3,4,3,2,3,2,4,4,3,2,1,3,3,4,4,4,4,4,3,1,1,4,1,2,4,3,4,1,4,4,1,4,2,2,4,4,2,1,3,1,2,1
202312,다사639508,1,4,4,4,4,3,2,3,1,3,2,1,1,1,2,1,2,1,3,3,1,1,4,3,3,4,4,2,2,2,3,1,3,2,1,2,1,3,2,4,2,4,2,2,4,4,4,1
202312,다사636496,4,4,4,2,3,3,2,1,1,2,1,1,3,2,2,1,2,3,2,1,1,4,2,1,2,3,4,1,1,2,3,1,3,2,1,3,3,1,4,3,3,4,4,4,2,1,4,3
202312,다사628480,2,2,4,3,1,1,1,1,4,1,4,1,1,3,4,1,4,3,2,4,2,3,3,2,2,1,1,2,3,3,3,2,2,3,4,2,3,1,1,2,2,4,4,2,4,1,3,3
202312,다사653502,4,1,3,4,3,2,1,3,3,3,4,1,1,1,4,1,1,4,1,1,3,4,4,4,1,1,4,3,1,4,1,2,2,1,2,4,3,3,1,2,3,3,2,2,4,3,4,1
202312,다사638487,4,3,4,2,1,4,3,3,1,3,3,2,1,2,3,2,3,3,4,3,2,1,1,3,1,2,2,2,1,2,1,2,4,3,3,2,1,2,1,4,1,1,2,3,3,4,1,3
202312,다사622506,1,4,2,4,1,4,3,3,4,4,1,2,2,3,2,3,4,3,2,1,4,3,2,1,3,2,3,2,2,2,1,4,3,2,4,4,3,2,4,4,4,2,3,2,1,2,2,2
202312,다사615491,2,2,3,1,3,3,3,4,3,1,3,3,1,2,1,1,4,4,4,3,1,3,1,3,2,3,3,2,3,2,1,2,4,2,3,2,4,4,3,1,2,3,3,1,2,2,3,3
202312,다사627504,1,4,3,3,1,4,4,3,1,3,4,1,2,2,3,1,3,3,1,4,2,1,2,2,1,4,1,3,2,2,3,1,3,3,3,2,4,1,3,3,4,4,4,4,2,3,4,4
202312,다사632481,2,4,3,3,1,2,3,1,4,2,2,3,1,4,2,2,4,2,1,3,3,4,4,4,1,3,3,4,2,3,1,3,4,4,2,2,3,2,2,3,1,2,3,3,3,3,2,2
202312,다사619493,3,4,3,3,1,3,1,4,1,3,1,1,2,1,4,3,4,3,4,1,1,3,3,3,3,2,1,2,3,4,3,2,1,2,4,1,4,4,3,2,2,3,4,4,4,1,1,3
202312,다사622480,4,1,3,1,2,1,4,3,1,1,3,1,3,4,2,4,2,4,3,4,1,3,4,3,2,2,2,1,2,1,3,2,2,4,2,3,1,4,1,3,3,1,2,2,3,3,2,4
202312,다사640487,4,1,2,1,2,1,2,1,4,2,1,4,1,2,3,2,2,2,1,2,4,2,3,2,4,4,4,4,1,1,3,1,1,3,4,3,2,4,2,3,3,2,1,2,2,4,2,3
202312,다사632508,2,4,4,1,1,1,3,4,3,4,1,2,2,1,2,2,1,1,1,1,1,3,4,2,1,3,1,1,4,2,3,2,4,4,1,1,3,3,4,2,3,3,2,4,4,2,4,4
202312,다사650500,4,3,4,2,1,2,1,2,4,2,1,3,4,3,3,2,2,3,1,4,4,4,1,4,2,3,1,3,4,1,4,1,3,4,1,1,2,1,3,1,1,4,3,4,4,3,3,3
202312,다사649499,1,1,2,2,2,2,3,2,3,2,4,2,4,2,4,1,1,4,2,1,2,2,1,3,3,4,4,2,4,4,2,1,3,1,4,3,3,4,1,1,1,2,3,4,1,3,4,3
202312,다사627505,3,4,1,1,1,2,1,2,3,4,1,3,4,2,2,3,4,3,3,1,1,2,4,2,4,4,4,3,1,2,1,2,4,1,2,4,4,3,1,2,3,4,3,2,3,3,1,2
202312,다사630490,1,3,2,2,1,3,2,4,2,1,1,3,2,3,2,4,3,4,4,2,2,1,4,2,4,1,2,1,3,4,4,4,4,4,4,3,1,1,1,4,2,2,1,4,3,1,4,1
202312,다사652497,1,2,4,1,1,2,4,2,2,2,1,3,4,1,3,3,2,4,3,1,3,4,3,3,3,2,2,2,2,3,1,3,4,2,4,2,4,4,3,2,1,4,2,3,2,4,1,2
202312,다사632482,1,3,4,4,4,3,3,4,3,4,1,4,4,4,4,3,2,1,1,1,2,3,4,1,1,4,1,3,4,1,4,2,3,3,2,1,4,4,2,3,4,2,3,3,3,3,4,1
202312,다사626484,2,3,2,3,2,3,1,1,3,1,3,4,3,2,2,4,2,4,2,2,2,2,2,3,1,2,2,2,1,1,2,4,1,2,2,1,4,3,4,1,3,1,3,2,3,4,2,1
202312,다사653504,2,1,1,2,1,4,4,2,4,1,3,2,2,2,3,1,3,1,4,1,2,2,1,1,1,4,2,1,4,4,4,2,3,1,3,1,4,2,1,2,4,1,4,3,3,3,4,1
202312,다사639488,4,1,1,2,3,3,3,4,3,1,3,4,3,1,1,3,4,2,4,1,2,1,3,3,2,3,2,2,3,2,2,1,1,2,3,2,1,4,1,3,3,2,1,2,1,2,2,3
202312,다사630515,3,4,3,4,2,2,3,1,3,2,4,1,1,1,3,2,2,1,2,2,1,3,4,2,4,4,3,3,4,2,3,2,1,1,2,1,3,4,1,2,1,1,4,3,2,2,1,2
202312,다사623498,1,3,2,4,3,4,3,3,4,1,1,4,3,3,1,3,1,3,1,1,3,3,3,1,3,3,4,2,2,1,2,1,3,2,1,1,3,2,3,1,2,1,2,3,3,4,1,3
202312,다사644486,2,1,4,2,1,1,1,1,3,4,4,3,1,4,2,2,4,4,3,4,2,2,2,4,3,2,2,4,3,4,4,4,3,1,3,1,3,3,3,1,3,4,4,3,2,3,1,1
202312,다사635500,2,3,3,3,3,2,1,4,4,4,4,3,1,4,1,3,3,2,3,4,1,2,2,4,2,1,1,3,3,1,2,4,2,4,4,3,3,3,4,4,2,2,4,3,1,1,3,1
202312,다사636507,2,2,3,1,1,3,2,3,1,2,2,2,4,3,4,3,4,4,1,1,2,4,3,2,1,1,1,3,2,3,3,2,2,3,4,3,2,4,1,3,1,4,4,1,4,3,1,4
202312,다사621506,1,1,3,3,2,2,2,1,3,1,4,2,3,1,1,3,1,4,4,2,1,1,3,1,2,1,3,1,4,3,1,2,1,2,1,1,2,2,3,4,1,2,3,4,3,1,1,3
202312,다사625511,1,1,4,4,1,3,4,2,3,2,1,4,4,3,3,3,4,2,3,3,3,2,4,1,3,1,3,3,1,4,1,3,1,2,3,4,1,1,2,1,4,4,1,3,3,1,1,2
202312,다사639502,4,1,2,2,3,3,1,4,3,4,4,2,1,4,4,4,2,3,2,1,1,1,1,1,1,3,3,2,4,2,2,3,1,4,2,3,2,4,4,2,4,3,2,4,3,3,1,4
202312,다사629488,4,1,1,4,4,4,2,3,1,3,1,4,3,1,2,3,3,1,4,2,4,3,1,4,4,4,1,4,2,3,3,3,2,1,3,4,2,4,4,3,3,1,1,1,1,4,2,1
202312,다사631476,2,1,4,2,4,1,1,4,3,2,2,2,1,3,3,3,1,1,4,2,4,1,2,4,4,2,2,4,3,3,2,1,2,1,3,1,3,2,3,3,3,3,2,3,2,1,4,4
202312,다사640482,4,4,3,4,3,4,3,3,2,4,3,3,1,1,2,3,3,3,3,1,4,3,1,4,1,2,2,1,1,1,4,4,2,3,2,1,2,2,1,3,1,4,2,4,4,2,1,2
202312,다사625497,4,2,3,3,4,4,2,1,2,3,1,1,4,4,3,3,3,4,2,1,3,1,3,2,1,4,4,1,2,4,3,3,4,3,3,3,3,3,1,4,2,3,2,2,1,1,3,2
202312,다사637479,2,2,4,3,4,3,4,3,1,3,2,2,2,4,4,3,4,3,4,1,2,4,1,2,1,4,1,3,1,1,4,3,2,2,1,2,3,2,1,2,1,4,4,3,1,1,1,4
202312,다사642503,1,4,4,2,4,2,3,3,4,2,2,1,1,1,4,3,1,4,3,2,2,3,2,3,1,1,4,4,3,3,1,4,3,2,1,4,2,2,2,2,3,2,4,2,1,1,3,4
202312,다사629522,2,2,1,2,1,4,1,1,3,2,2,1,3,4,3,1,3,2,4,3,1,1,1,3,3,3,1,1,1,3,1,3,3,3,3,3,4,2,1,4,4,2,2,3,4,4,1,4
202312,다사623508,4,2,2,1,3,2,4,2,2,4,4,3,4,3,1,3,2,2,2,1,2,3,2,1,1,2,4,3,2,3,2,1,3,1,4,1,1,3,4,3,4,2,1,3,4,4,1,2
202312,다사617494,3,3,4,4,3,4,1,3,3,3,2,4,4,3,1,2,4,1,2,3,3,2,1,4,2,2,,4,3,3,2,4,3,2,3,4,2,2,2,4,3,2,4,3,2,4,3,3
202312,다사634522,3,2,4,4,3,2,2,4,4,4,4,3,4,2,2,4,3,3,4,2,2,1,2,1,3,3,4,2,2,3,1,4,4,3,2,4,2,1,1,2,3,4,2,3,4,3,1,3
202312,다사640509,4,3,3,2,2,4,3,1,4,1,1,2,3,2,3,1,3,3,1,2,1,1,4,4,2,2,2,4,3,2,2,1,4,1,2,4,1,1,1,3,1,2,2,3,4,1,2,1
202312,다사634489,3,1,2,3,3,2,4,1,2,2,2,4,3,4,3,3,1,2,3,3,1,1,2,3,4,4,4,3,4,1,1,2,2,4,2,1,2,1,4,4,3,3,2,2,4,4,2,3
202312,다사619480,1,2,4,4,2,4,4,3,1,1,1,3,2,2,3,4,1,3,1,3,2,2,4,4,1,3,4,2,4,3,4,3,1,3,4,2,3,3,4,3,4,3,4,2,3,2,4,1
202312,다사622482,2,4,3,3,1,3,4,3,2,2,3,1,2,2,1,4,4,2,3,3,1,1,4,2,2,2,2,2,3,1,3,3,3,4,1,1,4,3,3,2,2,1,4,4,3,4,3,2
202312,다사640488,4,2,2,1,4,2,2,3,4,4,1,2,3,3,2,3,1,4,3,4,4,2,2,3,1,4,4,4,2,2,1,3,4,4,2,3,3,1,3,4,1,1,4,4,4,3,4,4
202312,다사646493,2,1,3,1,1,3,2,2,2,2,1,4,1,4,4,4,1,2,4,2,4,2,1,2,1,3,3,2,4,3,4,2,4,4,2,3,3,3,4,3,3,2,2,2,2,3,1,1
202312,다사634491,3,2,4,2,3,4,3,1,3,3,2,4,4,4,1,3,4,2,3,4,3,3,1,2,2,4,2,1,4,3,3,3,4,4,2,3,4,1,2,3,3,4,1,3,1,1,2,4
202312,다사636488,4,1,2,2,1,1,2,3,1,1,2,3,1,2,2,3,3,4,2,4,1,3,3,2,3,3,2,3,3,2,2,2,2,2,3,1,3,4,3,2,4,2,4,2,2,1,,2
202312,다사617482,2,2,4,4,1,1,4,4,1,4,1,1,1,1,3,2,4,4,3,2,2,3,2,3,3,2,1,2,1,3,2,1,3,2,4,4,2,3,3,1,1,4,4,1,1,2,1,4
202312,다사638506,3,4,2,3,3,4,4,4,3,2,3,4,4,3,2,3,4,3,3,2,2,2,1,2,2,2,2,3,2,4,4,2,3,3,4,4,4,4,3,1,2,4,4,2,1,2,2,3
202312,다사624514,2,2,1,3,2,4,2,2,1,2,1,2,3,4,2,4,2,3,2,3,1,3,3,3,3,1,2,1,3,3,3,4,1,2,1,4,2,4,4,4,4,1,2,1,1,2,3,3
202312,다사626512,2,1,1,2,2,1,2,4,1,3,4,1,4,4,2,1,2,3,2,1,1,4,4,4,3,4,3,1,2,4,2,1,1,2,1,4,1,2,2,2,2,2,2,2,3,1,3,4
202312,다사625506,3,4,3,2,2,4,2,1,1,1,1,1,1,2,1,3,3,1,4,1,1,1,1,4,3,1,4,3,2,1,1,3,4,2,4,3,4,4,2,3,1,4,1,2,4,2,4,3
202312,다사641501,3,1,3,4,1,2,3,4,4,1,1,2,4,2,3,1,3,1,4,2,4,1,1,2,1,1,4,1,3,4,1,4,1,3,1,1,4,2,3,3,3,3,3,1,3,3,3,4
202312,다사636494,4,2,3,1,3,1,3,4,1,4,2,2,1,2,4,4,4,3,3,1,3,3,1,4,1,2,4,1,1,3,2,3,1,2,3,1,2,4,2,3,1,1,1,1,2,2,2,3
202312,다사644492,3,2,3,1,3,1,1,1,4,2,3,4,3,1,4,3,2,3,4,3,3,1,2,2,2,2,2,3,3,2,3,2,3,2,1,2,3,2,2,1,1,1,2,2,1,2,3,1
202312,다사618489,4,1,4,3,1,3,4,4,4,1,1,1,4,2,3,1,,4,1,3,4,3,2,4,4,4,3,1,2,4,2,4,4,2,2,4,3,3,2,1,1,3,4,3,1,3,2,3
202312,다사631489,2,4,1,4,1,1,3,3,2,4,1,2,3,2,2,2,2,3,2,3,3,1,1,4,4,1,4,4,4,3,4,4,3,3,3,1,1,4,1,3,3,4,4,2,3,2,4,2
202312,다사651495,1,2,3,2,3,4,4,4,3,3,4,1,4,1,2,2,2,1,3,4,1,1,4,1,3,4,3,3,1,3,3,3,2,2,4,4,2,4,4,4,1,2,4,4,1,2,1,1
202312,다사634477,3,2,4,1,4,2,1,3,3,2,2,3,2,1,2,4,3,4,3,3,3,2,3,1,2,2,2,2,2,1,3,3,2,3,4,2,1,3,1,3,2,2,1,2,2,2,4,3
202312,다사640498,1,2,2,4,3,3,4,2,1,1,1,2,2,2,2,3,4,1,4,3,3,1,3,2,1,4,2,4,4,4,2,2,4,1,3,3,3,1,3,2,3,4,2,4,1,3,1,3
202312,다사624481,4,1,2,1,2,3,2,1,2,3,4,4,2,4,4,3,4,4,4,4,1,1,3,2,4,4,1,3,3,3,1,3,3,1,4,3,4,2,2,2,2,2,1,2,3,3,2,3
202312,다사623486,1,3,3,3,3,2,3,1,4,4,3,2,2,3,2,1,1,2,1,4,3,2,2,1,3,1,2,1,2,1,4,1,3,2,1,2,4,3,1,2,2,1,1,4,2,2,2,4
202312,다사643502,4,3,3,1,3,1,1,1,1,3,1,3,2,2,2,1,2,4,2,2,4,1,1,3,2,1,4,1,1,3,3,3,3,3,3,3,4,3,2,4,4,1,2,1,3,2,2,2
202312,다사621496,1,2,3,3,4,2,3,2,2,4,3,4,1,1,4,2,1,3,4,2,1,1,4,3,2,1,3,2,4,1,1,2,3,1,4,2,4,3,3,3,2,2,1,4,1,2,3,1
202312,다사655501,4,3,4,1,3,1,4,1,2,3,4,3,2,3,1,1,4,3,2,2,1,1,1,2,4,1,4,2,2,1,2,4,2,2,3,3,3,1,3,3,3,1,1,3,1,1,2,1
202312,다사628477,1,2,3,4,1,4,3,1,2,4,1,4,4,3,1,4,1,3,3,3,1,2,1,4,3,3,4,1,1,3,3,4,3,4,2,2,3,3,1,4,4,2,4,2,4,4,1,2
202312,다사626516,2,2,3,4,1,4,3,3,4,1,2,1,2,4,3,2,4,4,3,1,2,3,3,2,2,1,4,4,2,3,1,2,1,4,3,3,1,1,2,1,4,3,2,4,4,2,3,2
202312,다사628510,3,4,4,1,1,1,3,4,3,4,4,1,4,2,3,4,1,3,4,4,3,3,2,2,3,4,2,3,4,4,1,4,1,1,1,1,4,1,4,1,3,2,3,1,4,1,2,4
202312,다사635512,4,1,4,3,4,1,4,3,1,3,1,2,1,1,4,2,3,2,4,3,2,3,3,2,3,1,1,1,1,3,4,4,2,2,1,4,2,4,4,4,2,1,4,4,4,3,3,1
202312,다사633505,3,2,1,1,1,1,3,1,1,4,3,4,4,1,4,2,3,4,4,1,4,3,3,3,1,4,3,1,2,3,1,4,3,2,3,4,1,4,2,4,2,4,2,1,1,4,2,1
202312,다사641493,4,3,4,4,4,3,4,2,3,4,1,1,3,4,2,1,1,4,3,1,4,1,3,4,1,4,3,2,1,1,4,2,2,1,1,2,2,3,3,2,2,1,2,4,2,2,1,3
202312,다사629519,1,4,4,2,1,3,2,4,3,3,1,2,1,4,2,4,4,1,1,1,1,4,3,4,3,3,3,1,2,4,1,3,2,1,4,1,2,3,4,3,4,4,4,4,3,1,2,4
202312,다사629523,3,1,2,4,4,3,3,2,4,2,3,3,1,4,4,2,4,3,3,4,3,2,3,3,4,2,4,2,1,2,4,3,1,2,4,4,3,3,1,1,4,2,3,3,1,4,4,3
202312,다사620495,1,3,2,2,3,4,4,1,2,2,3,2,3,3,3,1,3,1,1,3,4,1,4,3,2,2,4,1,2,4,3,2,2,4,4,3,4,3,4,3,3,3,3,4,2,1,2,4
202312,다사637520,2,2,1,1,2,2,4,1,1,3,2,2,3,3,1,3,1,3,2,4,2,4,2,4,2,1,4,4,2,4,1,2,1,4,1,4,3,4,4,2,3,4,1,4,3,4,4,4
202312,다사633522,4,3,4,1,3,1,2,3,1,3,3,4,4,4,4,3,1,3,3,2,3,3,2,1,1,1,4,1,2,1,3,3,1,4,1,4,4,2,3,2,4,3,2,1,2,3,2,4
202312,다사637496,2,4,4,3,2,2,1,3,1,2,4,2,2,2,4,3,3,2,4,2,1,4,2,1,1,3,3,3,4,3,2,3,1,1,4,3,2,4,1,3,1,4,1,3,2,3,4,2
202312,다사631482,2,4,1,2,1,1,3,4,2,3,1,1,3,2,2,1,2,3,3,1,3,3,1,4,3,4,2,3,1,2,1,3,3,4,4,3,4,3,1,3,2,4,2,2,1,2,3,2
202312,다사631483,1,3,4,1,4,2,2,3,2,4,2,3,3,3,2,2,4,2,1,4,2,2,3,4,4,2,4,2,2,4,3,3,4,4,1,3,1,1,3,1,2,1,2,3,3,2,2,3
202312,다사631511,2,4,3,2,1,3,3,2,3,1,3,2,3,1,3,4,4,3,3,2,1,2,4,4,3,2,2,3,2,1,1,2,4,2,2,1,4,2,1,4,4,3,1,1,3,4,2,4
202312,다사636489,4,4,2,1,1,1,3,1,3,4,1,4,4,4,4,3,4,4,3,2,3,2,3,2,4,2,4,2,2,3,2,1,1,4,3,1,3,3,1,3,2,3,4,1,4,3,4,2
202312,다사622501,4,2,1,4,2,4,4,3,1,1,3,2,2,1,1,3,3,4,4,4,1,3,3,4,1,1,2,1,3,4,3,1,1,2,3,2,2,3,4,2,2,3,1,3,2,2,2,3
202312,다사625483,3,3,4,4,1,4,3,2,1,3,4,1,4,3,4,1,1,3,3,1,4,4,4,4,4,2,3,2,3,4,4,4,1,2,3,3,3,4,3,1,1,1,4,3,2,1,4,4
202312,다사625509,2,2,1,1,3,3,4,1,1,1,4,2,1,1,1,4,3,2,1,3,3,4,2,4,2,1,3,3,3,1,2,3,4,3,3,3,4,1,3,4,4,1,4,3,4,3,2,2
202312,다사627513,1,4,2,1,1,3,1,1,3,1,4,3,3,3,2,2,4,2,2,4,3,4,1,2,2,2,4,2,3,2,3,3,3,1,3,1,1,2,4,2,4,4,4,2,3,3,3,3
202312,다사624489,1,2,3,1,2,1,2,4,4,3,4,3,4,3,3,4,1,2,4,2,2,4,1,4,4,2,3,1,1,4,3,4,4,1,3,2,1,4,4,1,2,4,2,2,4,4,3,3
202312,다사614485,,1,3,2,1,2,4,2,1,2,2,1,3,2,4,1,3,2,1,1,2,2,4,2,4,4,4,1,3,3,2,1,3,1,4,1,3,3,3,4,1,4,4,4,1,2,2,3
202312,다사614487,1,1,4,4,4,1,4,4,3,2,4,2,2,2,1,4,4,1,3,2,3,3,4,4,4,4,3,1,4,2,2,1,1,1,3,1,4,4,4,4,2,3,3,3,3,3,2,1
202312,다사639492,1,1,4,3,3,2,3,3,4,1,1,2,1,2,1,3,4,3,4,1,4,1,2,4,2,4,4,3,1,2,1,3,4,1,2,3,1,1,1,4,4,3,1,2,3,2,2,1
202312,다사627486,3,2,1,2,1,2,1,2,3,1,1,1,3,4,4,3,4,4,1,1,1,4,4,4,4,2,2,2,1,1,3,4,2,3,2,1,4,1,2,3,4,4,2,1,1,2,3,3
202312,다사621492,1,4,4,4,4,2,2,1,3,4,1,2,2,2,3,4,1,1,3,4,2,4,1,4,3,1,3,4,1,1,3,1,3,4,3,1,2,3,2,1,4,2,4,4,4,1,4,3
202312,다사637503,2,2,2,1,4,3,2,2,1,4,1,3,4,1,4,3,3,2,4,2,3,3,4,2,4,4,1,4,4,4,3,4,4,1,3,1,4,1,2,2,3,4,2,1,4,4,4,2
202312,다사644507,3,2,2,1,3,3,1,1,3,4,1,4,1,4,2,1,4,2,2,2,2,3,4,2,3,2,2,1,4,1,3,4,3,1,2,4,2,1,4,2,4,3,2,4,4,2,1,3
202312,다사632486,3,3,4,1,1,1,1,2,3,2,4,3,2,2,4,1,3,4,2,2,1,4,2,3,4,1,2,4,3,2,4,1,4,4,1,2,1,4,4,1,2,3,2,1,1,3,1,4
202312,다사621493,1,1,2,2,3,2,4,2,1,4,3,2,4,3,1,4,3,2,2,2,3,1,2,1,4,2,2,3,2,2,4,2,2,1,2,1,4,2,4,4,3,1,1,3,2,2,2,2
202312,다사620498,2,4,1,4,1,4,3,1,4,2,2,2,4,3,1,1,2,3,1,3,2,4,1,3,4,2,2,3,3,1,2,3,1,3,1,4,1,4,1,1,1,4,4,3,4,1,4,1
